booking_id,booking_datetime,booking_hour,day_of_week,month,is_weekend,is_peak_hour,is_late_night,public_holiday,pickup_zone,pickup_zone_type,dropoff_zone,dropoff_zone_type,airport_trip,cbd_trip,distance_km,estimated_trip_duration_min,vehicle_type,payment_method,customer_segment,loyalty_tier,customer_tenure_days,rides_last_7_days,rides_last_30_days,customer_cancel_rate_90d,previous_customer_cancellations,avg_previous_wait_time_min,customer_rating,driver_rating,active_driver_supply_zone,booking_demand_zone,supply_demand_ratio,nearby_driver_count,drivers_declined_before_accept,driver_acceptance_time_sec,driver_distance_to_pickup_km,driver_eta_min,eta_change_min,weather,is_raining,traffic_level,surge_multiplier,surge_changed_after_booking,promo_applied,promo_discount_sgd,estimated_fare_sgd,app_version,network_quality,customer_cancelled,cancel_reason
BK2026013132,2026-04-29 09:32:10,9,Wednesday,4,0,1,0,0,Orchard,Retail,Punggol,Residential,0,0,2.1,4.0,JustGrab,Card,Regular,Gold,1263,2,11,0.036,1,6.2,4.64,4.6,74,101,0.73,7,1,24,1.95,7.0,0.1,Clear,0,Medium,1.65,0,0,0,7.92,Current,Good,0,Not Cancelled
BK2026010725,2026-04-07 18:00:35,18,Tuesday,4,0,1,0,0,Sentosa,Leisure,CBD,Business,0,1,13.99,27.0,JustGrab,Corporate,Occasional,Silver,229,0,5,0.006,0,6.7,4.43,4.83,46,69,0.67,3,3,99,2.7,7.1,-0.5,Clear,0,Medium,1.42,0,0,0,27.9,Current,Poor,1,Driver took too long
BK2026013256,2026-04-30 12:28:35,12,Thursday,4,0,0,0,0,Queenstown,Residential,Punggol,Residential,0,0,7.08,13.5,JustGrab,Card,Occasional,Silver,610,0,2,0.003,0,4.5,4.44,4.77,67,63,1.06,9,0,5,2.35,9.7,3.8,Light Rain,1,High,1.18,1,0,0,14.19,Current,Good,1,Changed plans/weather
BK2026004662,2026-02-12 07:15:39,7,Thursday,2,0,1,0,0,Jurong East,Mixed,Orchard,Retail,0,0,10.6,36.1,JustGrab,Card,Regular,Silver,906,3,13,0.005,0,3.9,4.39,4.98,45,76,0.59,9,2,63,1.38,6.2,4.2,Clear,0,Severe,1.42,0,0,0,23.94,Current,Good,1,Driver took too long
BK2026003816,2026-02-04 16:24:56,16,Wednesday,2,0,0,0,0,Yishun,Residential,Tampines,Residential,0,0,5.74,9.9,JustGrab,Card,High Value,Platinum,1465,4,18,0.005,0,8.6,4.77,4.49,69,43,1.6,11,0,25,1.02,3.2,0.3,Cloudy,0,Medium,1.0,0,0,0,11.02,One version behind,Good,0,Not Cancelled
BK2026005639,2026-02-21 10:05:07,10,Saturday,2,1,0,0,0,Bukit Timah,Residential,Jurong East,Mixed,0,0,1.8,4.0,JustGrab,GrabPay,New,,13,0,0,0.016,0,6.0,4.79,4.64,65,48,1.35,6,0,22,1.07,4.5,-2.5,Clear,0,High,1.0,0,1,2,4.17,Current,Good,0,Not Cancelled
BK2026007587,2026-03-10 17:22:21,17,Tuesday,3,0,1,0,0,Changi,Airport,Queenstown,Residential,1,0,17.65,60.0,GrabCar,Card,Occasional,,505,0,3,0.117,1,7.6,4.49,4.47,30,92,0.33,2,2,36,3.51,10.5,0.7,Clear,0,Severe,1.46,1,0,0,40.22,Current,Average,1,Driver took too long
BK2026016974,2026-06-02 16:33:23,16,Tuesday,6,0,0,0,0,Clementi,Student/Residential,Clementi,Student/Residential,0,0,3.21,7.2,JustGrab,Card,Regular,Gold,615,1,6,0.021,0,6.8,4.95,4.27,63,49,1.29,16,0,9,0.91,4.0,2.1,Light Rain,1,Medium,1.1,0,0,0,8.37,Current,Good,0,Not Cancelled
BK2026009278,2026-03-25 10:49:56,10,Wednesday,3,0,0,0,0,Queenstown,Residential,Clementi,Student/Residential,0,0,17.25,33.6,JustGrab,Corporate,New,,5,0,0,0.004,0,3.3,4.6,4.74,64,35,1.83,5,0,19,3.32,8.2,-1.5,Cloudy,0,Medium,1.0,0,1,3,22.94,Current,Good,0,Not Cancelled
BK2026005938,2026-02-24 08:55:11,8,Tuesday,2,0,1,0,0,Changi,Airport,Queenstown,Residential,1,0,14.14,32.6,GrabCar,Card,Occasional,Gold,482,0,6,0.011,0,6.5,4.84,4.73,41,102,0.4,4,2,45,2.52,10.8,-2.8,Light Rain,1,High,1.5,0,0,0,31.76,Outdated,Average,1,App or payment issue
BK2026007247,2026-03-07 19:53:46,19,Saturday,3,1,1,0,0,Tampines,Residential,Serangoon,Residential,0,0,1.51,4.0,GrabCar,Card,High Value,Gold,954,3,19,0.05,1,7.1,4.65,4.69,49,68,0.72,1,2,37,5.49,11.6,3.0,Clear,0,High,1.44,0,0,0,6.75,One version behind,Good,1,Other
BK2026012313,2026-04-22 02:45:38,2,Wednesday,4,0,0,1,0,Clementi,Student/Residential,Jurong East,Mixed,0,0,4.16,7.9,JustGrab,GrabPay,Occasional,,125,0,7,0.005,0,4.3,5.0,4.93,75,41,1.83,10,0,83,2.03,5.0,1.3,Cloudy,0,Medium,1.0,1,0,0,9.12,Current,Good,0,Not Cancelled
BK2026006538,2026-03-01 18:16:10,18,Sunday,3,1,1,0,0,Clementi,Student/Residential,Changi,Airport,1,0,16.0,57.9,GrabCar,Cash,New,,23,0,2,0.013,0,7.4,4.82,4.39,57,62,0.92,4,3,79,1.35,6.7,5.3,Clear,0,Severe,1.23,0,0,0,33.07,Current,Good,1,App or payment issue
BK2026008474,2026-03-18 08:59:13,8,Wednesday,3,0,1,0,0,Clementi,Student/Residential,Changi,Airport,1,0,25.95,95.0,JustGrab,Corporate,Regular,Gold,856,2,14,0.006,0,5.9,4.63,4.82,44,71,0.62,3,1,43,2.2,7.9,0.1,Cloudy,0,Severe,1.48,0,0,0,55.53,One version behind,Average,1,Fare too high
BK2026016373,2026-05-28 03:19:45,3,Thursday,5,0,0,1,0,Ang Mo Kio,Residential,Sentosa,Leisure,0,0,14.69,29.0,JustGrab,Card,Occasional,,498,0,3,0.081,1,4.0,4.46,4.76,71,58,1.22,6,0,43,1.26,5.1,1.7,Light Rain,1,High,1.26,0,0,0,26.71,One version behind,Good,0,Not Cancelled
BK2026014065,2026-05-07 19:40:30,19,Thursday,5,0,1,0,0,Sentosa,Leisure,Sentosa,Leisure,0,0,2.87,6.1,GrabCar,Card,Regular,Gold,326,2,11,0.004,0,1.6,4.95,4.74,45,67,0.67,4,3,54,4.01,10.8,2.0,Cloudy,0,High,1.21,0,0,0,8.47,Current,Poor,1,Changed plans/weather
BK2026014325,2026-05-10 03:47:42,3,Sunday,5,1,0,1,0,Orchard,Retail,Serangoon,Residential,0,0,13.16,24.0,GrabShare,Corporate,Regular,Platinum,495,2,13,0.004,0,9.4,4.32,4.91,89,67,1.33,9,0,19,2.08,6.3,1.5,Clear,0,High,1.0,0,0,0,18.43,Current,Good,0,Not Cancelled
BK2026003438,2026-02-01 07:07:21,7,Sunday,2,1,1,0,0,Orchard,Retail,Yishun,Residential,0,0,2.96,10.8,JustGrab,Cash,Occasional,,62,0,2,0.053,1,7.5,4.2,4.78,78,90,0.87,6,2,85,0.56,6.3,7.1,Light Rain,1,Severe,1.54,1,0,0,9.88,Current,Good,1,App or payment issue
BK2026011747,2026-04-16 23:01:26,23,Thursday,4,0,0,1,0,Clementi,Student/Residential,Punggol,Residential,0,0,13.69,35.0,GrabCar Plus,Card,Regular,Silver,1218,1,7,0.003,0,4.5,4.66,4.67,75,37,2.03,12,0,11,6.4,12.2,0.7,Clear,0,High,1.0,0,1,2,25.41,Current,Average,0,Not Cancelled
BK2026008144,2026-03-15 09:58:03,9,Sunday,3,1,1,0,0,Serangoon,Residential,Sentosa,Leisure,0,0,8.43,18.9,GrabShare,GrabPay,Regular,Gold,667,4,13,0.001,0,5.1,5.0,4.65,43,81,0.53,3,3,55,4.29,12.3,3.3,Clear,0,Severe,1.37,0,1,5,11.38,One version behind,Good,1,Fare too high
BK2026008258,2026-03-16 11:34:59,11,Monday,3,0,0,0,0,Bukit Timah,Residential,Changi,Airport,1,0,23.76,47.6,JustGrab,Card,High Value,Gold,1115,9,27,0.002,0,7.5,4.9,4.88,85,53,1.6,11,2,53,0.5,4.3,1.2,Heavy Rain,1,High,1.25,0,0,0,40.7,Current,Good,0,Not Cancelled
BK2026006450,2026-02-28 19:54:52,19,Saturday,2,1,1,0,0,CBD,Business,Changi,Airport,1,1,19.03,44.1,GrabCar Plus,Card,Regular,Platinum,1353,1,12,0.013,0,11.1,4.75,4.6,73,80,0.91,12,3,100,2.34,10.7,2.3,Clear,0,High,1.26,0,0,0,43.08,Current,Good,1,Fare too high
BK2026002541,2026-01-23 22:12:37,22,Friday,1,0,0,0,0,Bukit Timah,Residential,Tampines,Residential,0,0,13.54,25.7,JustGrab,Card,Occasional,,229,0,4,0.01,0,6.3,4.64,4.75,77,47,1.64,8,0,17,2.87,6.8,3.0,Cloudy,0,Medium,1.0,0,0,0,21.1,One version behind,Poor,0,Not Cancelled
BK2026014230,2026-05-09 05:05:59,5,Saturday,5,1,0,1,0,Sentosa,Leisure,Orchard,Retail,0,0,14.44,30.9,GrabCar Plus,Card,New,,5,1,1,0.01,0,4.3,4.97,4.58,78,61,1.28,10,0,40,0.4,1.8,-1.3,Clear,0,Medium,1.0,0,0,0,27.98,One version behind,Good,0,Not Cancelled
BK2026011779,2026-04-17 06:12:58,6,Friday,4,0,0,0,0,Yishun,Residential,Orchard,Retail,0,0,5.39,8.5,JustGrab,Cash,New,,35,1,2,0.049,0,6.4,4.93,4.47,70,37,1.89,9,1,64,0.61,3.2,2.1,Cloudy,0,Medium,1.0,0,0,0,10.48,Current,Poor,0,Not Cancelled
BK2026012425,2026-04-23 01:58:14,1,Thursday,4,0,0,1,0,CBD,Business,Ang Mo Kio,Residential,0,1,17.37,24.3,JustGrab,GrabPay,Regular,Silver,893,2,8,0.009,0,6.8,4.55,4.86,109,68,1.6,12,0,21,2.04,4.0,0.4,Cloudy,0,Low,1.0,0,0,0,24.95,Current,Good,0,Not Cancelled
BK2026007756,2026-03-12 03:09:23,3,Thursday,3,0,0,1,0,Woodlands,Residential,Bukit Timah,Residential,0,0,10.29,16.2,GrabCar,Card,Regular,Silver,403,2,14,0.119,2,6.2,4.63,4.87,77,42,1.83,5,1,48,2.17,5.7,-0.5,Clear,0,Medium,1.0,0,0,0,17.41,Current,Poor,0,Not Cancelled
BK2026013997,2026-05-07 03:06:17,3,Thursday,5,0,0,1,0,Serangoon,Residential,Punggol,Residential,0,0,10.98,16.1,JustGrab,Card,High Value,Platinum,1982,6,23,0.008,0,3.9,4.36,4.85,71,37,1.92,9,0,55,0.94,2.6,0.4,Clear,0,Medium,1.0,0,1,2,15.26,Current,Good,0,Not Cancelled
BK2026017587,2026-06-08 09:29:32,9,Monday,6,0,1,0,0,Ang Mo Kio,Residential,Sentosa,Leisure,0,0,19.56,43.4,GrabCar,GrabPay,Occasional,,171,0,1,0.17,2,7.4,4.43,4.6,47,62,0.76,2,0,5,0.71,2.9,-0.5,Clear,0,Severe,1.33,0,0,0,38.51,Current,Average,0,Not Cancelled
BK2026008039,2026-03-14 13:45:12,13,Saturday,3,1,0,0,0,CBD,Business,Jurong East,Mixed,0,1,8.19,10.9,GrabCar Plus,GrabPay,Regular,Silver,1032,2,9,0.039,1,4.5,4.74,4.89,101,68,1.49,17,1,27,0.46,2.5,3.2,Cloudy,0,Low,1.0,0,0,0,16.72,Current,Good,0,Not Cancelled
BK2026012361,2026-04-22 11:57:27,11,Wednesday,4,0,0,0,0,Woodlands,Residential,Changi,Airport,1,0,24.75,38.0,GrabCar,Corporate,Occasional,,465,1,5,0.063,1,7.9,5.0,5.0,68,54,1.26,15,0,21,2.53,5.8,3.4,Cloudy,0,Medium,1.0,0,0,0,36.43,Current,Average,0,Not Cancelled
BK2026013251,2026-04-30 11:31:56,11,Thursday,4,0,0,0,0,Changi,Airport,Sentosa,Leisure,1,0,24.48,44.6,GrabCar Plus,Cash,Regular,Gold,653,1,8,0.005,0,4.9,4.8,4.4,71,73,0.97,5,0,14,1.73,7.5,2.3,Light Rain,1,Medium,1.21,0,0,0,51.14,One version behind,Good,0,Not Cancelled
BK2026010628,2026-04-06 19:50:11,19,Monday,4,0,1,0,0,Punggol,Residential,Jurong East,Mixed,0,0,22.53,51.3,GrabCar,Card,New,,32,0,1,0.056,1,1.0,4.49,4.92,56,63,0.89,3,3,85,1.54,7.6,2.9,Cloudy,0,High,1.16,0,0,0,39.59,Current,Average,1,Changed plans/weather
BK2026000909,2026-01-09 00:28:49,0,Friday,1,0,0,1,0,Yishun,Residential,Orchard,Retail,0,0,10.62,18.7,JustGrab,GrabPay,Occasional,Silver,349,0,0,0.102,1,6.1,4.15,4.36,67,44,1.52,5,0,29,6.85,10.9,4.4,Cloudy,0,Medium,1.0,0,1,3,14.2,Current,Good,1,Driver took too long
BK2026002996,2026-01-28 08:13:32,8,Wednesday,1,0,1,0,0,Changi,Airport,Ang Mo Kio,Residential,1,0,38.0,95.0,JustGrab,Card,Occasional,,352,0,1,0.111,1,8.6,4.37,5.0,51,90,0.57,7,2,55,1.99,7.0,0.6,Clear,0,High,1.4,0,0,0,71.06,Current,Average,1,Fare too high
BK2026010480,2026-04-05 13:42:09,13,Sunday,4,1,0,0,0,Marina Bay,Business/Leisure,CBD,Business,0,1,4.27,7.2,GrabCar,GrabPay,Regular,Gold,1088,2,10,0.083,1,8.7,4.58,4.74,96,60,1.6,13,1,33,1.82,5.6,-0.5,Clear,0,Medium,1.0,0,0,0,9.51,Current,Good,0,Not Cancelled
BK2026018158,2026-06-13 21:49:31,21,Saturday,6,1,0,0,0,Marina Bay,Business/Leisure,Changi,Airport,1,1,15.72,31.3,GrabCar,Card,Regular,Silver,1315,0,9,0.02,0,3.9,4.36,4.67,83,59,1.41,12,0,13,2.48,5.2,2.2,Clear,0,Medium,1.0,0,0,0,25.38,Current,Average,0,Not Cancelled
BK2026004124,2026-02-07 12:19:36,12,Saturday,2,1,0,0,0,CBD,Business,Clementi,Student/Residential,0,1,5.61,11.1,GrabFamily,Card,Occasional,,360,0,2,0.006,0,6.2,4.57,4.66,110,68,1.62,11,0,31,3.94,10.8,2.4,Heavy Rain,1,High,1.25,1,1,3,11.56,One version behind,Good,0,Not Cancelled
BK2026011624,2026-04-15 13:49:45,13,Wednesday,4,0,0,0,0,Jurong East,Mixed,Orchard,Retail,0,0,8.29,16.7,JustGrab,GrabPay,Occasional,,529,1,4,0.012,0,1.0,4.48,4.84,70,52,1.35,10,0,22,1.6,4.7,1.5,Clear,0,High,1.0,0,0,0,14.51,Current,Good,0,Not Cancelled
BK2026016956,2026-06-02 12:59:43,12,Tuesday,6,0,0,0,0,Bukit Timah,Residential,Queenstown,Residential,0,0,4.38,6.7,GrabFamily,Cash,High Value,Platinum,795,4,19,0.002,0,3.8,4.39,4.64,64,43,1.49,6,2,77,0.31,2.8,-1.9,Clear,0,Low,1.0,0,0,0,10.49,Current,Good,0,Not Cancelled
BK2026003688,2026-02-03 14:36:00,14,Tuesday,2,0,0,0,0,Serangoon,Residential,Changi,Airport,1,0,19.21,30.2,JustGrab,GrabPay,Occasional,Gold,32,2,6,0.093,1,4.8,4.57,4.78,70,40,1.75,8,0,11,1.2,3.8,0.3,Cloudy,0,Medium,1.0,0,0,0,27.59,One version behind,Good,0,Not Cancelled
BK2026019788,2026-06-29 03:41:43,3,Monday,6,0,0,1,0,Tampines,Residential,Queenstown,Residential,0,0,9.33,16.0,GrabCar Plus,Cash,Occasional,,623,1,4,0.031,0,12.2,4.35,4.89,71,49,1.45,15,0,17,0.68,2.8,-1.1,Clear,0,Low,1.0,0,1,5,13.95,One version behind,Good,0,Not Cancelled
BK2026004494,2026-02-10 19:40:45,19,Tuesday,2,0,1,0,0,Changi,Airport,Marina Bay,Business/Leisure,1,1,16.18,23.3,JustGrab,Cash,High Value,Gold,1629,4,26,0.005,0,6.6,4.41,4.68,50,86,0.58,9,2,38,2.02,7.1,-0.7,Clear,0,Low,1.58,0,0,0,33.44,One version behind,Average,0,Not Cancelled
BK2026004237,2026-02-08 14:26:58,14,Sunday,2,1,0,0,0,Marina Bay,Business/Leisure,Bukit Timah,Residential,0,1,25.2,47.1,JustGrab,Card,Regular,Gold,1345,1,10,0.011,0,7.1,4.41,4.81,79,69,1.14,16,0,41,4.61,11.5,1.0,Cloudy,0,Medium,1.0,0,1,2,33.91,One version behind,Good,0,Not Cancelled
BK2026012791,2026-04-26 08:25:29,8,Sunday,4,1,1,0,0,Changi,Airport,Bukit Timah,Residential,1,0,17.63,35.9,GrabCar Plus,GrabPay,New,,36,0,1,0.113,1,6.6,4.71,4.58,34,115,0.3,7,4,72,2.69,8.9,-0.5,Light Rain,1,High,1.91,0,1,5,50.84,Current,Average,1,Found alternative transport
BK2026000458,2026-01-05 02:37:45,2,Monday,1,0,0,1,0,Bukit Timah,Residential,Changi,Airport,1,0,22.61,32.1,JustGrab,GrabPay,Regular,Gold,209,1,12,0.007,0,4.9,5.0,5.0,72,51,1.41,15,0,14,2.43,6.0,-1.2,Clear,0,Low,1.0,0,0,0,31.39,One version behind,Good,0,Not Cancelled
BK2026001656,2026-01-15 18:55:41,18,Thursday,1,0,1,0,0,Serangoon,Residential,Marina Bay,Business/Leisure,0,1,10.96,28.8,GrabCar,Card,New,,14,0,1,0.03,0,7.6,4.38,4.88,47,72,0.65,2,2,54,5.02,14.8,3.2,Heavy Rain,1,High,1.72,0,1,3,25.63,One version behind,Good,1,Fare too high
BK2026012064,2026-04-19 20:13:24,20,Sunday,4,1,1,0,0,Queenstown,Residential,Punggol,Residential,0,0,15.45,36.5,GrabShare,Corporate,New,,20,0,2,0.002,0,6.7,4.73,5.0,39,72,0.54,7,2,68,2.03,6.8,4.7,Cloudy,0,Severe,1.46,0,1,2,26.31,Current,Good,1,Driver took too long
BK2026012246,2026-04-21 13:24:21,13,Tuesday,4,0,0,0,0,Woodlands,Residential,Clementi,Student/Residential,0,0,11.5,18.0,GrabCar,GrabPay,Regular,Gold,218,3,15,0.004,0,5.1,4.67,4.71,78,55,1.42,13,0,26,2.43,7.0,1.4,Light Rain,1,Medium,1.21,0,0,0,21.74,Current,Good,0,Not Cancelled
BK2026015805,2026-05-23 10:31:44,10,Saturday,5,1,0,0,0,Bukit Timah,Residential,Jurong East,Mixed,0,0,14.24,36.3,JustGrab,Card,Regular,Platinum,801,3,16,0.004,0,8.1,4.81,4.66,69,42,1.64,11,0,13,1.67,7.1,1.5,Clear,0,High,1.0,0,0,0,23.11,Current,Good,0,Not Cancelled
BK2026018917,2026-06-21 01:43:06,1,Sunday,6,1,0,1,0,Orchard,Retail,Clementi,Student/Residential,0,0,6.34,10.8,GrabCar,Cash,Regular,Gold,390,2,9,0.012,0,7.9,5.0,4.64,96,80,1.2,15,0,16,2.86,8.7,0.4,Light Rain,1,Medium,1.23,0,0,0,13.94,One version behind,Good,0,Not Cancelled
BK2026001801,2026-01-17 00:33:46,0,Saturday,1,1,0,1,0,CBD,Business,Sentosa,Leisure,0,1,14.47,19.3,GrabCar,Card,High Value,Platinum,732,3,21,0.026,1,6.2,4.14,4.76,98,66,1.48,6,0,10,2.15,5.7,-1.4,Clear,0,Low,1.0,0,0,0,22.52,Current,Poor,0,Not Cancelled
BK2026019221,2026-06-23 19:49:31,19,Tuesday,6,0,1,0,0,Bukit Timah,Residential,CBD,Business,0,1,5.98,13.0,GrabCar Plus,Cash,Regular,Silver,568,2,13,0.007,0,5.3,4.48,4.78,41,67,0.61,7,2,23,3.65,12.6,-0.6,Clear,0,Medium,1.54,0,0,0,18.41,Current,Average,0,Not Cancelled
BK2026007875,2026-03-13 03:39:29,3,Friday,3,0,0,1,0,Changi,Airport,Ang Mo Kio,Residential,1,0,14.22,25.4,JustGrab,GrabPay,Occasional,,446,0,5,0.007,0,2.5,4.87,4.76,77,66,1.17,8,0,40,3.3,5.9,2.6,Cloudy,0,Low,1.0,0,1,5,16.78,Current,Good,0,Not Cancelled
BK2026016051,2026-05-25 09:53:00,9,Monday,5,0,1,0,0,Jurong East,Mixed,Marina Bay,Business/Leisure,0,1,5.97,21.7,GrabCar,GrabPay,New,,23,0,0,0.007,0,4.7,4.71,4.86,46,72,0.64,3,2,62,4.05,13.0,6.4,Clear,0,Severe,1.51,0,1,3,13.63,Outdated,Good,1,Driver took too long
BK2026001576,2026-01-15 01:39:55,1,Thursday,1,0,0,1,0,Yishun,Residential,Bukit Timah,Residential,0,0,8.2,16.4,JustGrab,Corporate,Occasional,,292,0,4,0.007,0,9.3,4.82,4.88,66,47,1.4,6,0,15,4.01,11.0,2.6,Clear,0,Medium,1.0,0,1,8,6.38,One version behind,Good,0,Not Cancelled
BK2026013634,2026-05-04 00:40:39,0,Monday,5,0,0,1,0,Punggol,Residential,Orchard,Retail,0,0,16.8,47.0,GrabFamily,GrabPay,New,,24,0,0,0.012,0,5.9,4.57,4.58,74,48,1.54,13,2,109,1.39,4.9,2.7,Cloudy,0,High,1.0,0,0,0,32.02,Current,Average,0,Not Cancelled
BK2026000846,2026-01-08 11:26:01,11,Thursday,1,0,0,0,0,Woodlands,Residential,Changi,Airport,1,0,16.12,28.5,GrabCar,Card,Regular,Gold,351,2,9,0.054,1,7.4,4.82,4.58,64,29,2.21,12,0,17,0.48,2.3,1.1,Cloudy,0,Low,1.0,0,0,0,25.5,One version behind,Good,0,Not Cancelled
BK2026012174,2026-04-20 23:08:28,23,Monday,4,0,0,1,0,Punggol,Residential,Bukit Timah,Residential,0,0,3.6,8.5,JustGrab,Card,Occasional,Silver,208,1,5,0.083,2,5.9,4.53,4.86,65,46,1.41,12,0,7,0.86,3.1,0.2,Clear,0,High,1.0,0,0,0,8.6,Current,Average,0,Not Cancelled
BK2026011172,2026-04-11 15:05:45,15,Saturday,4,1,0,0,0,Ang Mo Kio,Residential,Tampines,Residential,0,0,3.83,8.0,JustGrab,Card,Regular,Gold,258,3,11,0.004,0,3.7,4.7,4.44,80,52,1.54,11,0,16,1.16,2.7,0.4,Clear,0,Low,1.0,0,0,0,8.78,One version behind,Average,0,Not Cancelled
BK2026004409,2026-02-10 04:35:21,4,Tuesday,2,0,0,1,0,Changi,Airport,Queenstown,Residential,1,0,17.8,35.0,JustGrab,Card,Occasional,,500,0,3,0.021,0,4.3,4.45,4.51,64,63,1.02,5,0,22,0.79,2.9,0.3,Clear,0,Medium,1.0,0,1,5,21.69,Current,Good,0,Not Cancelled
BK2026019821,2026-06-29 10:46:07,10,Monday,6,0,0,0,0,Changi,Airport,Clementi,Student/Residential,1,0,23.04,38.3,GrabCar,GrabPay,New,,28,0,2,0.007,0,9.0,4.58,4.93,80,60,1.33,8,1,47,3.05,10.9,0.7,Heavy Rain,1,Medium,1.19,0,1,3,36.49,Current,Average,1,Fare too high
BK2026002512,2026-01-23 17:55:26,17,Friday,1,0,1,0,0,Punggol,Residential,Marina Bay,Business/Leisure,0,1,10.46,31.4,GrabCar Plus,Corporate,High Value,Platinum,1485,7,25,0.004,0,7.8,4.55,4.89,44,67,0.66,3,3,70,1.76,8.0,2.9,Cloudy,0,Severe,1.48,0,0,0,29.51,Current,Good,1,App or payment issue
